place_name,new_description
Toilettes publiques,Il semble qu'il n'y ait pas de texte à simplifier. Pourriez-vous me fournir le texte que vous souhaitez que je réécrive en langage clair et accessible à tous ? Je serai ravi de vous aider.
Toilettes publiques,Il semble qu'il n'y ait pas de texte à simplifier. Pourriez-vous me fournir le texte que vous souhaitez que je réécrive en langage clair et accessible à tous ? Je serai ravi de vous aider.
Toilettes publiques,Il semble qu'il n'y ait pas de texte à simplifier. Pourriez-vous me fournir le texte que vous souhaitez que je réécrive en langage clair et accessible à tous ? Je serai ravi de vous aider.
Toilettes publiques,Il semble qu'il n'y ait pas de texte à simplifier. Pourriez-vous me fournir le texte que vous souhaitez que je réécrive en langage clair et accessible à tous ? Je serai ravi de vous aider.
Toilettes publiques,Il semble qu'il n'y ait pas de texte à simplifier. Pourriez-vous me fournir le texte que vous souhaitez que je réécrive en langage clair et accessible à tous ? Je serai ravi de vous aider.
Toilettes publiques,Il semble qu'il n'y ait pas de texte à simplifier. Pourriez-vous me fournir le texte que vous souhaitez que je réécrive en langage clair et accessible à tous ? Je serai ravi de vous aider.
Toilettes publiques,Il semble qu'il n'y ait pas de texte à simplifier. Pourriez-vous me fournir le texte que vous souhaitez que je réécrive en langage clair et accessible à tous ? Je serai ravi de vous aider.
Toilettes publiques,Il semble qu'il n'y ait pas de texte à simplifier. Pourriez-vous me fournir le texte que vous souhaitez que je réécrive en langage clair et accessible à tous ? Je serai ravi de vous aider.
Toilettes publiques,Il semble qu'il n'y ait pas de texte à simplifier. Pourriez-vous me fournir le texte que vous souhaitez que je réécrive en langage clair et accessible à tous ? Je serai ravi de vous aider.
Toilettes publiques,Il semble qu'il n'y ait pas de texte à simplifier. Pourriez-vous me fournir le texte que vous souhaitez que je réécrive en langage clair et accessible à tous ? Je serai ravi de vous aider.
Mission Locale Intercommunale - antenne de Romainville,"La Mission locale est là pour aider les jeunes de 16 à 25 ans qui ont quitté l'école. Un conseiller vous aidera à trouver votre chemin. La Mission locale vous aide à : définir votre projet professionnel, trouver un emploi ou une formation, partir travailler à l'étranger, connaître vos droits à la santé, au logement, à la garde d'enfants, etc. Elle accueille les jeunes de Romainville."
Mission Locale Intercommunale - antenne de Bagnolet,"La Mission locale est là pour aider les jeunes de 16 à 25 ans qui ont quitté l'école. Un conseiller vous aidera à trouver votre chemin. La Mission locale peut vous aider à : définir votre projet professionnel, trouver un emploi ou une formation, partir travailler à l'étranger, connaître vos droits en matière de santé, de logement, de garde d'enfants, etc. La Mission locale accueille les jeunes de Bagnolet, mais attention, elle est fermée le dernier vendredi de chaque mois."
Mission Locale Intercommunale - antenne de Noisy-le-Sec,"La Mission locale est là pour aider les jeunes de 16 à 25 ans qui ont quitté l'école. Un conseiller vous aidera à trouver votre chemin. La Mission locale peut vous aider à : définir votre projet professionnel, trouver un emploi ou une formation, partir travailler à l'étranger, connaître vos droits à la santé, au logement, à la garde d'enfants, etc. Les demandeurs d'asile et réfugiés ayant le droit de travailler en France ou dans l'Union Européenne sont également les bienvenus. La Mission locale accueille spécialement les jeunes de Noisy-le-Sec."
Mission Locale Intercommunale - antenne de Villepinte,"La Mission locale est là pour aider les jeunes de 16 à 25 ans qui ont quitté l'école. Un conseiller vous aidera à trouver votre chemin. La Mission locale vous aide à <b>définir votre projet professionnel</b>, à <b>rechercher un emploi ou une formation</b>, à <b>travailler à l'étranger</b> et à <b>comprendre vos droits</b> en matière de santé, de logement, de garde d'enfants, etc. La Mission locale propose aussi des <b>contrats d'engagement jeune</b> qui vous permettent de participer à des activités pour vous aider à vous insérer dans la vie active, en échange d'une aide financière, en travaillant 15 à 20 heures par semaine."
Mission Locale Intercommunale - antenne de Gagny,"La Mission locale aide les jeunes de 16 à 25 ans qui ont quitté l'école. Un conseiller les aide à trouver leur chemin. L'antenne de Gagny accueille les jeunes qui cherchent du travail et leur propose des services adaptés à leurs besoins et au marché du travail. Il y a un espace emploi, des ateliers et un suivi personnel pour les aider dans leurs démarches et leur carrière. C'est ouvert aux demandeurs d'asile et réfugiés qui ont le droit de travailler en France ou dans l'Union Européenne."
Mission Locale Intercommunale - antenne des Pavillons-Sous-Bois,"La Mission locale est là pour aider les jeunes de 16 à 25 ans qui ont quitté l'école. Un conseiller vous aidera à trouver votre chemin. La Mission locale peut vous aider à : définir votre projet professionnel, trouver un emploi ou une formation, partir travailler à l'étranger, connaître vos droits à la santé, au logement, à la garde d'enfants, etc. Les demandeurs d'asile et réfugiés ayant le droit de travailler en France ou dans l'Union Européenne sont également les bienvenus."
CSAPA Rabelais,"Le CSAPA Rabelais est un centre qui aide les personnes ayant des problèmes d'addiction. Il accueille ceux qui ont des difficultés avec l'alcool, le tabac, les médicaments ou le cannabis et souhaite réduire ou arrêter leur consommation. Le centre aide également les personnes dépendantes des écrans, d'internet ou des jeux vidéos. Cependant, il ne prend pas en charge les addictions aux drogues dures comme la cocaïne ou l'héroïne. Un service spécialisé pour les fumeurs est disponible. Le CSAPA propose également des aides pour les proches de personnes ayant des problèmes d'addiction, comme la famille ou les amis, même si la personne concernée n'est pas suivie par le centre."
Atelier de Production,"Emmaüs alternatives a un chantier d'insertion avec un atelier de production et 8 boutiques de vente. Nous travaillons avec des textiles, des accessoires, des objets de décoration et du mobilier. Nous aidons 170 personnes à se préparer pour retrouver un emploi en leur enseignant 19 métiers différents."
Casiers Solidaires - Croix de Chavaux,"Les Casiers Solidaires aident les personnes sans-abri qui n'ont pas de suivi social. Elles peuvent bénéficier de cet aide pendant 6 mois, renouvelable. Chaque semaine, un accompagnateur social les rencontre jusqu'à la fin du contrat. Cet accompagnement est personnalisé et comprend une aide physique et administrative. Les personnes bénéficiaires ont aussi accès à des casiers privés dans l'espace public, ouverts 24h/24 et 7j/7. Ces casiers leur permettent de sécuriser leurs affaires et d'avoir un espace à elles. L'accompagnement social a lieu près des casiers."
Circonscription de Service Social Départemental de L'Ile Saint Denis/ Saint-Ouen. Site de St Ouen,"Accueil téléphonique et physique pour tous, sur rendez-vous ou sans. Nous vous accueillons et vous informons sur les services disponibles. Nous proposons des ateliers numériques et des actions collectives tout au long de l'année, avec des thèmes variés. Contactez-nous pour en savoir plus. Nous sommes ouverts les 1er et 3ème mardis de chaque mois jusqu'à 19h, avec ou sans rendez-vous."
Mission Locale de la Marne aux Bois - Neuilly-sur-Marne,"La structure est fermée le vendredi, mais vous pouvez nous joindre au 01.41.54.80.85 de 9h00 à 12h00 et de 13h30 à 16h30. La Mission locale est là pour les jeunes de 16 à 25 ans qui ont quitté l'école. Nous vous aidons à : faire le point sur votre vie, trouver un métier, chercher un emploi, trouver une formation, réaliser vos projets personnels et avoir des informations sur vos droits. Pour venir, il vous faut une pièce d'identité et éventuellement une carte de séjour. Nous sommes là pour vous aider à atteindre vos objectifs."
Antenne du CeGIDD (Bobigny) départemental à Montfermeil,"L'antenne de Montfermeil aide à prévenir et à diagnostiquer le VIH et les infections sexuellement transmissibles. Pour un dépistage ou une consultation, il faut prendre rendez-vous. N'allez pas sans avoir appelé avant. Il est obligatoire de porter un masque. Seules les personnes ayant un handicap, les mineurs ou celles ayant besoin d'un interprète peuvent être accompagnées. Pour plus d'informations, vous pouvez visiter le site de Sida Info Service."
Association d'Alphabétisation du Foyer Pinel (La Plaine),"L'association d'alphabétisation du Foyer Pinel offre des cours pour apprendre à lire, écrire et parler en français. Des bénévoles animent ces cours. Ils sont ouverts à tous, quel que soit le niveau. Il y a des groupes pour les débutants et pour ceux qui veulent améliorer leur français. L'association propose également des cours d'informatique et des sorties culturelles. Les cours ont lieu d'octobre à juin. Pour s'inscrire, il faut se rendre sur le site foyerpinel.org ou aller à la Bourse du Travail, à la Maison de Quartier de la Plaine ou au 22 rue Cristino Garcia à la fin septembre. Les inscriptions sont possibles trois soirs par semaine. L'association est là pour aider les personnes qui veulent apprendre ou améliorer leur français."
Association d'Alphabétisation du Foyer Pinel (Cristino Garcia),"L'association d'alphabétisation du Foyer Pinel offre des cours pour apprendre à lire, écrire et parler en français. Des bénévoles animent ces cours. Ils sont ouverts à tous, quel que soit le niveau. Il y a des groupes pour les débutants et pour ceux qui veulent améliorer leur français. L'association propose également des cours d'informatique et des sorties culturelles. Les cours ont lieu d'octobre à juin. Pour s'inscrire, il faut se rendre sur le site foyerpinel.org ou aller à la Bourse du Travail, à la Maison de Quartier de la Plaine ou au 22 rue Cristino Garcia à la fin septembre. Les inscriptions sont possibles trois soirs par semaine. L'association est là pour aider les personnes qui veulent apprendre ou améliorer leur français."
Restos du Coeur - Centre dactivités des Pavillons-sous-Bois,"Les centres d'activités offrent de l'aide en cas d'urgence et pour aider les gens à s'intégrer dans la société. Ils proposent : un accueil chaleureux, une écoute attentive, de la nourriture pour ceux qui en ont besoin, une aide pour les problèmes matériels, des conseils pour trouver son chemin, un accompagnement pour chercher un emploi, partir en vacances, apprendre le français, utiliser les ordinateurs et internet, et une distribution de nourriture pour les personnes dans le besoin."
